ligand_human_symbol,receptor_human_symbol,ligand_human_ensembl,receptor_human_ensembl,ligand_mouse_symbol,receptor_mouse_symbol,ligand_mouse_ensembl,receptor_mouse_ensembl,database,source
COL6A3,ITGA2,ENSG00000163359,ENSG00000164171,Col6a3,Itga2,ENSMUSG00000048126,ENSMUSG00000015533,omnipath,omnipath
COL6A3,ITGA10,ENSG00000163359,ENSG00000143127,Col6a3,Itga10,ENSMUSG00000048126,ENSMUSG00000090210,omnipath,omnipath
COL6A3,ITGA11,ENSG00000163359,ENSG00000137809,Col6a3,Itga11,ENSMUSG00000048126,ENSMUSG00000032243,omnipath,omnipath
COL6A5,ITGA1,ENSG00000172752,ENSG00000213949,Col6a5,Itga1,ENSMUSG00000091345,ENSMUSG00000042284,omnipath,omnipath
COL6A5,ITGB1,ENSG00000172752,ENSG00000150093,Col6a5,Itgb1,ENSMUSG00000091345,ENSMUSG00000025809,omnipath,omnipath
COL6A5,ITGA2,ENSG00000172752,ENSG00000164171,Col6a5,Itga2,ENSMUSG00000091345,ENSMUSG00000015533,omnipath,omnipath
COL6A5,ITGA10,ENSG00000172752,ENSG00000143127,Col6a5,Itga10,ENSMUSG00000091345,ENSMUSG00000090210,omnipath,omnipath
COL6A5,ITGA11,ENSG00000172752,ENSG00000137809,Col6a5,Itga11,ENSMUSG00000091345,ENSMUSG00000032243,omnipath,omnipath
COL6A6,ITGA1,ENSG00000206384,ENSG00000213949,Col6a6,Itga1,ENSMUSG00000043719,ENSMUSG00000042284,omnipath,omnipath
COL6A6,ITGB1,ENSG00000206384,ENSG00000150093,Col6a6,Itgb1,ENSMUSG00000043719,ENSMUSG00000025809,omnipath,omnipath
COL6A6,ITGA2,ENSG00000206384,ENSG00000164171,Col6a6,Itga2,ENSMUSG00000043719,ENSMUSG00000015533,omnipath,omnipath
COL6A6,ITGA10,ENSG00000206384,ENSG00000143127,Col6a6,Itga10,ENSMUSG00000043719,ENSMUSG00000090210,omnipath,omnipath
COL6A6,ITGA11,ENSG00000206384,ENSG00000137809,Col6a6,Itga11,ENSMUSG00000043719,ENSMUSG00000032243,omnipath,omnipath
COL7A1,ITGA1,ENSG00000114270,ENSG00000213949,NA,Itga1,NA,ENSMUSG00000042284,omnipath,omnipath
COL7A1,ITGB1,ENSG00000114270,ENSG00000150093,NA,Itgb1,NA,ENSMUSG00000025809,omnipath,omnipath
COL7A1,ITGA2,ENSG00000114270,ENSG00000164171,NA,Itga2,NA,ENSMUSG00000015533,omnipath,omnipath
COL7A1,ITGA10,ENSG00000114270,ENSG00000143127,NA,Itga10,NA,ENSMUSG00000090210,omnipath,omnipath
COL7A1,ITGA11,ENSG00000114270,ENSG00000137809,NA,Itga11,NA,ENSMUSG00000032243,omnipath,omnipath
COL8A1,ITGA1,ENSG00000144810,ENSG00000213949,Col8a1,Itga1,ENSMUSG00000068196,ENSMUSG00000042284,omnipath,omnipath
COL8A1,ITGA2,ENSG00000144810,ENSG00000164171,Col8a1,Itga2,ENSMUSG00000068196,ENSMUSG00000015533,omnipath,omnipath
COL8A1,DDR1,ENSG00000144810,ENSG00000204580,Col8a1,Ddr1,ENSMUSG00000068196,ENSMUSG00000003534,omnipath,omnipath
COL8A1,ITGB1,ENSG00000144810,ENSG00000150093,Col8a1,Itgb1,ENSMUSG00000068196,ENSMUSG00000025809,omnipath,omnipath
COL8A1,ITGA10,ENSG00000144810,ENSG00000143127,Col8a1,Itga10,ENSMUSG00000068196,ENSMUSG00000090210,omnipath,omnipath
COL8A1,ITGA11,ENSG00000144810,ENSG00000137809,Col8a1,Itga11,ENSMUSG00000068196,ENSMUSG00000032243,omnipath,omnipath
COL8A2,SLC4A11,ENSG00000171812,ENSG00000088836,Col8a2,Slc4a11,ENSMUSG00000056174,ENSMUSG00000074796,omnipath,omnipath
COL8A2,DDR1,ENSG00000171812,ENSG00000204580,Col8a2,Ddr1,ENSMUSG00000056174,ENSMUSG00000003534,omnipath,omnipath
COL8A2,ITGA1,ENSG00000171812,ENSG00000213949,Col8a2,Itga1,ENSMUSG00000056174,ENSMUSG00000042284,omnipath,omnipath
COL8A2,ITGB1,ENSG00000171812,ENSG00000150093,Col8a2,Itgb1,ENSMUSG00000056174,ENSMUSG00000025809,omnipath,omnipath
COL8A2,ITGA2,ENSG00000171812,ENSG00000164171,Col8a2,Itga2,ENSMUSG00000056174,ENSMUSG00000015533,omnipath,omnipath
COL8A2,ITGA10,ENSG00000171812,ENSG00000143127,Col8a2,Itga10,ENSMUSG00000056174,ENSMUSG00000090210,omnipath,omnipath
COL8A2,ITGA11,ENSG00000171812,ENSG00000137809,Col8a2,Itga11,ENSMUSG00000056174,ENSMUSG00000032243,omnipath,omnipath
COL9A1,MAG,ENSG00000112280,ENSG00000105695,Col9a1,Mag,ENSMUSG00000026147,ENSMUSG00000036634,omnipath,omnipath
COL9A1,ITGA1,ENSG00000112280,ENSG00000213949,Col9a1,Itga1,ENSMUSG00000026147,ENSMUSG00000042284,omnipath,omnipath
COL9A1,ITGB1,ENSG00000112280,ENSG00000150093,Col9a1,Itgb1,ENSMUSG00000026147,ENSMUSG00000025809,omnipath,omnipath
COL9A1,ITGA2,ENSG00000112280,ENSG00000164171,Col9a1,Itga2,ENSMUSG00000026147,ENSMUSG00000015533,omnipath,omnipath
COL9A1,ITGA10,ENSG00000112280,ENSG00000143127,Col9a1,Itga10,ENSMUSG00000026147,ENSMUSG00000090210,omnipath,omnipath
COL9A1,ITGA11,ENSG00000112280,ENSG00000137809,Col9a1,Itga11,ENSMUSG00000026147,ENSMUSG00000032243,omnipath,omnipath
COL9A2,MAG,ENSG00000049089,ENSG00000105695,Col9a2,Mag,ENSMUSG00000028626,ENSMUSG00000036634,omnipath,omnipath
COL9A2,ITGA1,ENSG00000049089,ENSG00000213949,Col9a2,Itga1,ENSMUSG00000028626,ENSMUSG00000042284,omnipath,omnipath
COL9A2,ITGB1,ENSG00000049089,ENSG00000150093,Col9a2,Itgb1,ENSMUSG00000028626,ENSMUSG00000025809,omnipath,omnipath
COL9A2,ITGA2,ENSG00000049089,ENSG00000164171,Col9a2,Itga2,ENSMUSG00000028626,ENSMUSG00000015533,omnipath,omnipath
COL9A2,ITGA10,ENSG00000049089,ENSG00000143127,Col9a2,Itga10,ENSMUSG00000028626,ENSMUSG00000090210,omnipath,omnipath
COL9A2,ITGA11,ENSG00000049089,ENSG00000137809,Col9a2,Itga11,ENSMUSG00000028626,ENSMUSG00000032243,omnipath,omnipath
COL9A3,MAG,ENSG00000092758,ENSG00000105695,NA,Mag,NA,ENSMUSG00000036634,omnipath,omnipath
COL9A3,ITGA1,ENSG00000092758,ENSG00000213949,NA,Itga1,NA,ENSMUSG00000042284,omnipath,omnipath
COL9A3,ITGB1,ENSG00000092758,ENSG00000150093,NA,Itgb1,NA,ENSMUSG00000025809,omnipath,omnipath
COL9A3,ITGA2,ENSG00000092758,ENSG00000164171,NA,Itga2,NA,ENSMUSG00000015533,omnipath,omnipath
COL9A3,ITGA10,ENSG00000092758,ENSG00000143127,NA,Itga10,NA,ENSMUSG00000090210,omnipath,omnipath
COL9A3,ITGA11,ENSG00000092758,ENSG00000137809,NA,Itga11,NA,ENSMUSG00000032243,omnipath,omnipath
COLQ,MUSK,ENSG00000206561,ENSG00000030304,Colq,Musk,ENSMUSG00000057606,ENSMUSG00000057280,omnipath,omnipath
COMP,ITGA2B,ENSG00000105664,ENSG00000005961,Comp,Itga2b,ENSMUSG00000031849,ENSMUSG00000034664,nichenet_verschueren,nichenet_verschueren
COMP,ITGAV,ENSG00000105664,ENSG00000138448,Comp,Itgav,ENSMUSG00000031849,ENSMUSG00000027087,nichenet_verschueren,nichenet_verschueren
COMP,SDC1,ENSG00000105664,ENSG00000115884,Comp,Sdc1,ENSMUSG00000031849,ENSMUSG00000020592,nichenet_verschueren,nichenet_verschueren
COMP,ITGB1,ENSG00000105664,ENSG00000150093,Comp,Itgb1,ENSMUSG00000031849,ENSMUSG00000025809,omnipath,omnipath
COMP,ITGB3,ENSG00000105664,ENSG00000259207,Comp,Itgb3,ENSMUSG00000031849,ENSMUSG00000020689,omnipath,omnipath
COMP,CD36,ENSG00000105664,ENSG00000135218,Comp,Cd36,ENSMUSG00000031849,ENSMUSG00000002944,omnipath,omnipath
COMP,CD47,ENSG00000105664,ENSG00000196776,Comp,Cd47,ENSMUSG00000031849,ENSMUSG00000055447,omnipath,omnipath
COMP,ITGA5,ENSG00000105664,ENSG00000161638,Comp,Itga5,ENSMUSG00000031849,ENSMUSG00000000555,omnipath,omnipath
COMP,ITGA7,ENSG00000105664,ENSG00000135424,Comp,Itga7,ENSMUSG00000031849,ENSMUSG00000025348,omnipath,omnipath
COMP,ITGA3,ENSG00000105664,ENSG00000005884,Comp,Itga3,ENSMUSG00000031849,ENSMUSG00000001507,omnipath,omnipath
COPA,NTSR2,ENSG00000122218,ENSG00000169006,Copa,Ntsr2,ENSMUSG00000026553,ENSMUSG00000020591,nichenet_verschueren,nichenet_verschueren
COPA,CD74,ENSG00000122218,ENSG00000019582,Copa,Cd74,ENSMUSG00000026553,ENSMUSG00000024610,omnipath,omnipath
COPA,MTNR1B,ENSG00000122218,ENSG00000134640,Copa,Mtnr1b,ENSMUSG00000026553,ENSMUSG00000050901,omnipath,omnipath
COPA,SORT1,ENSG00000122218,ENSG00000134243,Copa,Sort1,ENSMUSG00000026553,ENSMUSG00000068747,omnipath,omnipath
COPA,P2RY6,ENSG00000122218,ENSG00000171631,Copa,P2ry6,ENSMUSG00000026553,ENSMUSG00000048779,omnipath,omnipath
COPA,NTRK1,ENSG00000122218,ENSG00000198400,Copa,Ntrk1,ENSMUSG00000026553,ENSMUSG00000028072,omnipath,omnipath
CORIN,KIRREL1,ENSG00000145244,ENSG00000183853,Corin,Kirrel1,ENSMUSG00000005220,ENSMUSG00000041734,omnipath,omnipath
CORIN,LRRC4C,ENSG00000145244,ENSG00000148948,Corin,Lrrc4c,ENSMUSG00000005220,ENSMUSG00000050587,omnipath,omnipath
CORT,MRGPRX3,ENSG00000241563,ENSG00000179826,Cort,Mrgprb2,ENSMUSG00000028971,ENSMUSG00000050425,nichenet_verschueren,nichenet_verschueren
CORT,MRGPRX4,ENSG00000241563,ENSG00000179817,Cort,Mrgprb2,ENSMUSG00000028971,ENSMUSG00000050425,nichenet_verschueren,nichenet_verschueren
CORT,SSTR1,ENSG00000241563,ENSG00000139874,Cort,Sstr1,ENSMUSG00000028971,ENSMUSG00000035431,omnipath,omnipath
CORT,SSTR2,ENSG00000241563,ENSG00000180616,Cort,Sstr2,ENSMUSG00000028971,ENSMUSG00000047904,omnipath,omnipath
CORT,SSTR3,ENSG00000241563,ENSG00000278195,Cort,Sstr3,ENSMUSG00000028971,ENSMUSG00000044933,omnipath,omnipath
CORT,SSTR4,ENSG00000241563,ENSG00000132671,Cort,Sstr4,ENSMUSG00000028971,ENSMUSG00000037014,omnipath,omnipath
CORT,SSTR5,ENSG00000241563,ENSG00000162009,Cort,Sstr5,ENSMUSG00000028971,ENSMUSG00000050824,omnipath,omnipath
CORT,GHSR,ENSG00000241563,ENSG00000121853,Cort,Ghsr,ENSMUSG00000028971,ENSMUSG00000051136,omnipath,omnipath
CORT,MRGPRX2,ENSG00000241563,ENSG00000183695,Cort,Mrgprb2,ENSMUSG00000028971,ENSMUSG00000050425,omnipath,omnipath
CP,SMO,ENSG00000047457,ENSG00000128602,Cp,Smo,ENSMUSG00000003617,ENSMUSG00000001761,omnipath,omnipath
CP,SLC40A1,ENSG00000047457,ENSG00000138449,Cp,Slc40a1,ENSMUSG00000003617,ENSMUSG00000025993,omnipath,omnipath
CPAMD8,SCTR,ENSG00000160111,ENSG00000080293,Mug2,Sctr,ENSMUSG00000030131,ENSMUSG00000026387,omnipath,omnipath
CRB3,LIN7C,ENSG00000130545,ENSG00000148943,Crb3,Lin7c,ENSMUSG00000044279,ENSMUSG00000027162,omnipath,omnipath
CRB3,PATJ,ENSG00000130545,ENSG00000132849,Crb3,Patj,ENSMUSG00000044279,ENSMUSG00000061859,omnipath,omnipath
CRH,LINC02210-CRHR1,ENSG00000147571,ENSG00000282456,Crh,NA,ENSMUSG00000049796,NA,nichenet_verschueren,nichenet_verschueren
CRH,MC2R,ENSG00000147571,ENSG00000185231,Crh,Mc2r,ENSMUSG00000049796,ENSMUSG00000045569,nichenet_verschueren,nichenet_verschueren
CRH,CRHR1,ENSG00000147571,ENSG00000120088,Crh,Crhr1,ENSMUSG00000049796,ENSMUSG00000018634,omnipath,omnipath
CRH,CRHR2,ENSG00000147571,ENSG00000106113,Crh,Crhr2,ENSMUSG00000049796,ENSMUSG00000003476,omnipath,omnipath
CRHR2,GNAS,ENSG00000106113,ENSG00000087460,Crhr2,Gnas,ENSMUSG00000003476,ENSMUSG00000027523,omnipath,omnipath
CRISP2,CATSPER1,ENSG00000124490,ENSG00000175294,Crisp2,Catsper1,ENSMUSG00000023930,ENSMUSG00000038498,omnipath,omnipath
CRISP3,A1BG,ENSG00000096006,ENSG00000121410,Crisp1,A1bg,ENSMUSG00000025431,ENSMUSG00000022347,omnipath,omnipath
CRLF1,IL6ST,ENSG00000006016,ENSG00000134352,Crlf1,Il6st,ENSMUSG00000007888,ENSMUSG00000021756,omnipath,omnipath
CRLF1,CNTFR,ENSG00000006016,ENSG00000122756,Crlf1,Cntfr,ENSMUSG00000007888,ENSMUSG00000028444,omnipath,omnipath
CRLF1,LIFR,ENSG00000006016,ENSG00000113594,Crlf1,Lifr,ENSMUSG00000007888,ENSMUSG00000054263,omnipath,omnipath
CRLF1,SORL1,ENSG00000006016,ENSG00000137642,Crlf1,Sorl1,ENSMUSG00000007888,ENSMUSG00000049313,omnipath,omnipath
CRP,OLR1,ENSG00000132693,ENSG00000173391,Crp,Olr1,ENSMUSG00000037942,ENSMUSG00000030162,omnipath,omnipath
CRP,CR1,ENSG00000132693,ENSG00000203710,Crp,Cr1l,ENSMUSG00000037942,ENSMUSG00000016481,omnipath,omnipath
CRTAM,DSC3,ENSG00000109943,ENSG00000134762,Crtam,Dsc3,ENSMUSG00000032021,ENSMUSG00000059898,nichenet_verschueren,nichenet_verschueren
CRTAM,NTRK3,ENSG00000109943,ENSG00000140538,Crtam,Ntrk3,ENSMUSG00000032021,ENSMUSG00000059146,nichenet_verschueren,nichenet_verschueren
CRTAM,CADM1,ENSG00000109943,ENSG00000182985,Crtam,Cadm1,ENSMUSG00000032021,ENSMUSG00000032076,omnipath,omnipath
CRTAM,MUC15,ENSG00000109943,ENSG00000169550,Crtam,Muc15,ENSMUSG00000032021,ENSMUSG00000050808,omnipath,omnipath
CRTAM,ILDR2,ENSG00000109943,ENSG00000143195,Crtam,Ildr2,ENSMUSG00000032021,ENSMUSG00000040612,omnipath,omnipath
CSF1,CSF1R,ENSG00000184371,ENSG00000182578,Csf1,Csf1r,ENSMUSG00000014599,ENSMUSG00000024621,omnipath,omnipath
CSF1,CSF2RA,ENSG00000184371,ENSG00000198223,Csf1,Csf2ra,ENSMUSG00000014599,ENSMUSG00000059326,omnipath,omnipath
CSF1,CSF3R,ENSG00000184371,ENSG00000119535,Csf1,Csf3r,ENSMUSG00000014599,ENSMUSG00000028859,omnipath,omnipath
CSF1,SIRPA,ENSG00000184371,ENSG00000198053,Csf1,Sirpa,ENSMUSG00000014599,ENSMUSG00000037902,omnipath,omnipath
CSF2,CSF1R,ENSG00000164400,ENSG00000182578,Csf2,Csf1r,ENSMUSG00000018916,ENSMUSG00000024621,nichenet_verschueren,nichenet_verschueren
CSF2,CSF2RA,ENSG00000164400,ENSG00000198223,Csf2,Csf2ra,ENSMUSG00000018916,ENSMUSG00000059326,omnipath,omnipath
CSF2,CSF3R,ENSG00000164400,ENSG00000119535,Csf2,Csf3r,ENSMUSG00000018916,ENSMUSG00000028859,omnipath,omnipath
CSF2,CSF2RB,ENSG00000164400,ENSG00000100368,Csf2,Csf2rb,ENSMUSG00000018916,ENSMUSG00000071713,omnipath,omnipath
CSF2,IL3RA,ENSG00000164400,ENSG00000292332,Csf2,NA,ENSMUSG00000018916,NA,omnipath,omnipath
CSF2,SDC2,ENSG00000164400,ENSG00000169439,Csf2,Sdc2,ENSMUSG00000018916,ENSMUSG00000022261,omnipath,omnipath
CSF3,CSF1R,ENSG00000108342,ENSG00000182578,Csf3,Csf1r,ENSMUSG00000038067,ENSMUSG00000024621,nichenet_verschueren,nichenet_verschueren
CSF3,CSF3R,ENSG00000108342,ENSG00000119535,Csf3,Csf3r,ENSMUSG00000038067,ENSMUSG00000028859,omnipath,omnipath
CSF3,CSF2RA,ENSG00000108342,ENSG00000198223,Csf3,Csf2ra,ENSMUSG00000038067,ENSMUSG00000059326,omnipath,omnipath
CSH1,GHR,ENSG00000136488,ENSG00000112964,Gh,Ghr,ENSMUSG00000020713,ENSMUSG00000055737,nichenet_verschueren,nichenet_verschueren
CSH1,PRLR,ENSG00000136488,ENSG00000113494,Gh,Prlr,ENSMUSG00000020713,ENSMUSG00000005268,omnipath,omnipath
CSH2,GHR,ENSG00000213218,ENSG00000112964,Gh,Ghr,ENSMUSG00000020713,ENSMUSG00000055737,nichenet_verschueren,nichenet_verschueren
CSH2,PRLR,ENSG00000213218,ENSG00000113494,Gh,Prlr,ENSMUSG00000020713,ENSMUSG00000005268,omnipath,omnipath
CSHL1,PRLR,ENSG00000204414,ENSG00000113494,Gh,Prlr,ENSMUSG00000020713,ENSMUSG00000005268,omnipath,omnipath
CSHL1,GHR,ENSG00000204414,ENSG00000112964,Gh,Ghr,ENSMUSG00000020713,ENSMUSG00000055737,omnipath,omnipath
CTF1,IL6ST,ENSG00000150281,ENSG00000134352,Ctf1,Il6st,ENSMUSG00000042340,ENSMUSG00000021756,omnipath,omnipath
CTF1,LIFR,ENSG00000150281,ENSG00000113594,Ctf1,Lifr,ENSMUSG00000042340,ENSMUSG00000054263,omnipath,omnipath
CTHRC1,FZD5,ENSG00000164932,ENSG00000163251,Cthrc1,Fzd5,ENSMUSG00000054196,ENSMUSG00000045005,omnipath,omnipath
CTHRC1,FZD6,ENSG00000164932,ENSG00000164930,Cthrc1,Fzd6,ENSMUSG00000054196,ENSMUSG00000022297,omnipath,omnipath
CTHRC1,FZD3,ENSG00000164932,ENSG00000104290,Cthrc1,Fzd3,ENSMUSG00000054196,ENSMUSG00000007989,omnipath,omnipath
CTHRC1,ROR2,ENSG00000164932,ENSG00000169071,Cthrc1,Ror2,ENSMUSG00000054196,ENSMUSG00000021464,omnipath,omnipath
CTSD,APP,ENSG00000117984,ENSG00000142192,Ctsd,App,ENSMUSG00000007891,ENSMUSG00000022892,omnipath,omnipath
CTSG,F2R,ENSG00000100448,ENSG00000181104,Ctsg,F2r,ENSMUSG00000040314,ENSMUSG00000048376,omnipath,omnipath
CTSG,F2RL1,ENSG00000100448,ENSG00000164251,Ctsg,F2rl1,ENSMUSG00000040314,ENSMUSG00000021678,omnipath,omnipath
CTSG,F2RL2,ENSG00000100448,ENSG00000164220,Ctsg,F2rl2,ENSMUSG00000040314,ENSMUSG00000021675,omnipath,omnipath
CX3CL1,CX3CR1,ENSG00000006210,ENSG00000168329,Cx3cl1,Cx3cr1,ENSMUSG00000031778,ENSMUSG00000052336,omnipath,omnipath
CX3CL1,ITGAV,ENSG00000006210,ENSG00000138448,Cx3cl1,Itgav,ENSMUSG00000031778,ENSMUSG00000027087,omnipath,omnipath
CX3CL1,ITGB3,ENSG00000006210,ENSG00000259207,Cx3cl1,Itgb3,ENSMUSG00000031778,ENSMUSG00000020689,omnipath,omnipath
CX3CL1,ITGA4,ENSG00000006210,ENSG00000115232,Cx3cl1,Itga4,ENSMUSG00000031778,ENSMUSG00000027009,omnipath,omnipath
CX3CL1,ITGB1,ENSG00000006210,ENSG00000150093,Cx3cl1,Itgb1,ENSMUSG00000031778,ENSMUSG00000025809,omnipath,omnipath
CXADR,KLRA1P,ENSG00000154639,ENSG00000256667,Gm1123,NA,ENSMUSG00000044860,NA,nichenet_verschueren,nichenet_verschueren
CXADR,JAML,ENSG00000154639,ENSG00000160593,Gm1123,NA,ENSMUSG00000044860,NA,omnipath,omnipath
CXCL1,CXCR2,ENSG00000163739,ENSG00000180871,NA,Cxcr2,NA,ENSMUSG00000026180,omnipath,omnipath
CXCL1,ACKR1,ENSG00000163739,ENSG00000213088,NA,Ackr1,NA,ENSMUSG00000037872,omnipath,omnipath
CXCL1,CXCR1,ENSG00000163739,ENSG00000163464,NA,Cxcr1,NA,ENSMUSG00000048480,omnipath,omnipath
CXCL10,CXCR3,ENSG00000169245,ENSG00000186810,Cxcl10,Cxcr3,ENSMUSG00000034855,ENSMUSG00000050232,omnipath,omnipath
CXCL10,CCR3,ENSG00000169245,ENSG00000183625,Cxcl10,Ccr3,ENSMUSG00000034855,ENSMUSG00000035448,omnipath,omnipath
CXCL10,DPP4,ENSG00000169245,ENSG00000197635,Cxcl10,Dpp4,ENSMUSG00000034855,ENSMUSG00000035000,omnipath,omnipath
CXCL10,SDC4,ENSG00000169245,ENSG00000124145,Cxcl10,Sdc4,ENSMUSG00000034855,ENSMUSG00000017009,omnipath,omnipath
CXCL10,ACKR1,ENSG00000169245,ENSG00000213088,Cxcl10,Ackr1,ENSMUSG00000034855,ENSMUSG00000037872,omnipath,omnipath
CXCL11,CXCR3,ENSG00000169248,ENSG00000186810,NA,Cxcr3,NA,ENSMUSG00000050232,omnipath,omnipath
CXCL11,ACKR3,ENSG00000169248,ENSG00000144476,NA,Ackr3,NA,ENSMUSG00000044337,omnipath,omnipath
CXCL11,CCR3,ENSG00000169248,ENSG00000183625,NA,Ccr3,NA,ENSMUSG00000035448,omnipath,omnipath
CXCL11,CCR5,ENSG00000169248,ENSG00000160791,NA,Ccr5,NA,ENSMUSG00000079227,omnipath,omnipath
CXCL11,DPP4,ENSG00000169248,ENSG00000197635,NA,Dpp4,NA,ENSMUSG00000035000,omnipath,omnipath
CXCL11,ACKR1,ENSG00000169248,ENSG00000213088,NA,Ackr1,NA,ENSMUSG00000037872,omnipath,omnipath
CXCL12,ACKR3,ENSG00000107562,ENSG00000144476,Cxcl12,Ackr3,ENSMUSG00000061353,ENSMUSG00000044337,omnipath,omnipath
CXCL12,CXCR3,ENSG00000107562,ENSG00000186810,Cxcl12,Cxcr3,ENSMUSG00000061353,ENSMUSG00000050232,omnipath,omnipath
CXCL12,CXCR4,ENSG00000107562,ENSG00000121966,Cxcl12,Cxcr4,ENSMUSG00000061353,ENSMUSG00000045382,omnipath,omnipath
CXCL12,ITGB1,ENSG00000107562,ENSG00000150093,Cxcl12,Itgb1,ENSMUSG00000061353,ENSMUSG00000025809,omnipath,omnipath
CXCL12,CD4,ENSG00000107562,ENSG00000010610,Cxcl12,Cd4,ENSMUSG00000061353,ENSMUSG00000023274,omnipath,omnipath
CXCL12,DPP4,ENSG00000107562,ENSG00000197635,Cxcl12,Dpp4,ENSMUSG00000061353,ENSMUSG00000035000,omnipath,omnipath
CXCL13,CXCR5,ENSG00000156234,ENSG00000160683,Cxcl13,Cxcr5,ENSMUSG00000023078,ENSMUSG00000047880,omnipath,omnipath
CXCL13,CXCR3,ENSG00000156234,ENSG00000186810,Cxcl13,Cxcr3,ENSMUSG00000023078,ENSMUSG00000050232,omnipath,omnipath
CXCL13,ACKR4,ENSG00000156234,ENSG00000129048,Cxcl13,Ackr4,ENSMUSG00000023078,ENSMUSG00000079355,omnipath,omnipath
CXCL13,CCR10,ENSG00000156234,ENSG00000184451,Cxcl13,Ccr10,ENSMUSG00000023078,ENSMUSG00000044052,omnipath,omnipath
CXCL13,ACKR1,ENSG00000156234,ENSG00000213088,Cxcl13,Ackr1,ENSMUSG00000023078,ENSMUSG00000037872,omnipath,omnipath
CXCL14,CXCR4,ENSG00000145824,ENSG00000121966,Cxcl14,Cxcr4,ENSMUSG00000021508,ENSMUSG00000045382,omnipath,omnipath
CXCL16,CXCR6,ENSG00000161921,ENSG00000172215,Cxcl16,Cxcr6,ENSMUSG00000018920,ENSMUSG00000048521,omnipath,omnipath
CXCL16,GRM7,ENSG00000161921,ENSG00000196277,Cxcl16,Grm7,ENSMUSG00000018920,ENSMUSG00000056755,omnipath,omnipath
CXCL16,MTNR1A,ENSG00000161921,ENSG00000168412,Cxcl16,Mtnr1a,ENSMUSG00000018920,ENSMUSG00000054764,omnipath,omnipath
CXCL16,ADRA2A,ENSG00000161921,ENSG00000150594,Cxcl16,Adra2a,ENSMUSG00000018920,ENSMUSG00000033717,omnipath,omnipath
CXCL17,GPR35,ENSG00000189377,ENSG00000178623,Cxcl17,Gpr35,ENSMUSG00000060188,ENSMUSG00000026271,omnipath,omnipath
CXCL2,CXCR2,ENSG00000081041,ENSG00000180871,NA,Cxcr2,NA,ENSMUSG00000026180,omnipath,omnipath
CXCL2,ACKR1,ENSG00000081041,ENSG00000213088,NA,Ackr1,NA,ENSMUSG00000037872,omnipath,omnipath
CXCL2,CXCR1,ENSG00000081041,ENSG00000163464,NA,Cxcr1,NA,ENSMUSG00000048480,omnipath,omnipath
CXCL2,XCR1,ENSG00000081041,ENSG00000173578,NA,Xcr1,NA,ENSMUSG00000060509,omnipath,omnipath
CXCL2,DPP4,ENSG00000081041,ENSG00000197635,NA,Dpp4,NA,ENSMUSG00000035000,omnipath,omnipath
CXCL3,CXCR2,ENSG00000163734,ENSG00000180871,NA,Cxcr2,NA,ENSMUSG00000026180,omnipath,omnipath
CXCL3,MTNR1A,ENSG00000163734,ENSG00000168412,NA,Mtnr1a,NA,ENSMUSG00000054764,omnipath,omnipath
CXCL3,GRM7,ENSG00000163734,ENSG00000196277,NA,Grm7,NA,ENSMUSG00000056755,omnipath,omnipath
CXCL3,ADRA2A,ENSG00000163734,ENSG00000150594,NA,Adra2a,NA,ENSMUSG00000033717,omnipath,omnipath
CXCL3,CXCR1,ENSG00000163734,ENSG00000163464,NA,Cxcr1,NA,ENSMUSG00000048480,omnipath,omnipath
CXCL3,ACKR1,ENSG00000163734,ENSG00000213088,NA,Ackr1,NA,ENSMUSG00000037872,omnipath,omnipath
CXCL5,CXCR2,ENSG00000163735,ENSG00000180871,NA,Cxcr2,NA,ENSMUSG00000026180,omnipath,omnipath
CXCL5,MTNR1A,ENSG00000163735,ENSG00000168412,NA,Mtnr1a,NA,ENSMUSG00000054764,omnipath,omnipath
CXCL5,ACKR1,ENSG00000163735,ENSG00000213088,NA,Ackr1,NA,ENSMUSG00000037872,omnipath,omnipath
CXCL5,GRM7,ENSG00000163735,ENSG00000196277,NA,Grm7,NA,ENSMUSG00000056755,omnipath,omnipath
CXCL5,ADRA2A,ENSG00000163735,ENSG00000150594,NA,Adra2a,NA,ENSMUSG00000033717,omnipath,omnipath
CXCL5,CXCR1,ENSG00000163735,ENSG00000163464,NA,Cxcr1,NA,ENSMUSG00000048480,omnipath,omnipath
CXCL6,CXCR1,ENSG00000124875,ENSG00000163464,Cxcl5,Cxcr1,ENSMUSG00000029371,ENSMUSG00000048480,omnipath,omnipath
CXCL6,CXCR2,ENSG00000124875,ENSG00000180871,Cxcl5,Cxcr2,ENSMUSG00000029371,ENSMUSG00000026180,omnipath,omnipath
CXCL6,ACKR1,ENSG00000124875,ENSG00000213088,Cxcl5,Ackr1,ENSMUSG00000029371,ENSMUSG00000037872,omnipath,omnipath
CXCL8,CXCR1,ENSG00000169429,ENSG00000163464,NA,Cxcr1,NA,ENSMUSG00000048480,omnipath,omnipath
CXCL8,CXCR2,ENSG00000169429,ENSG00000180871,NA,Cxcr2,NA,ENSMUSG00000026180,omnipath,omnipath
CXCL8,ACKR1,ENSG00000169429,ENSG00000213088,NA,Ackr1,NA,ENSMUSG00000037872,omnipath,omnipath
CXCL8,SDC1,ENSG00000169429,ENSG00000115884,NA,Sdc1,NA,ENSMUSG00000020592,omnipath,omnipath
