human_ensembl,human_symbol,mouse_ensembl,mouse_symbol
ENSG00000166145,SPINT1,ENSMUSG00000027315,Spint1
ENSG00000101446,SPINT3,ENSMUSG00000074596,Spint3
ENSG00000149651,SPINT4,ENSMUSG00000017310,Spint4
ENSG00000152377,SPOCK1,ENSMUSG00000056222,Spock1
ENSG00000107742,SPOCK2,ENSMUSG00000058297,Spock2
ENSG00000196104,SPOCK3,ENSMUSG00000054162,Spock3
ENSG00000262655,SPON1,ENSMUSG00000038156,Spon1
ENSG00000159674,SPON2,ENSMUSG00000037379,Spon2
ENSG00000118785,SPP1,ENSMUSG00000029304,Spp1
ENSG00000072080,SPP2,ENSMUSG00000026295,Spp2
ENSG00000203772,SPRN,ENSMUSG00000045733,Sprn
ENSG00000241794,SPRR2A,NA,NA
ENSG00000247595,SPTY2D1OS,NA,NA
ENSG00000134548,SPX,ENSMUSG00000071112,Spx
ENSG00000122862,SRGN,ENSMUSG00000020077,Srgn
ENSG00000185739,SRL,ENSMUSG00000022519,Srl
ENSG00000101955,SRPX,ENSMUSG00000090084,Srpx
ENSG00000102359,SRPX2,ENSMUSG00000031253,Srpx2
ENSG00000146700,SSC4D,ENSMUSG00000029699,Ssc4d
ENSG00000179954,SSC5D,ENSMUSG00000035279,Ssc5d
ENSG00000157005,SST,ENSMUSG00000004366,Sst
ENSG00000008513,ST3GAL1,ENSMUSG00000013846,St3gal1
ENSG00000157350,ST3GAL2,ENSMUSG00000031749,St3gal2
ENSG00000126091,ST3GAL3,ENSMUSG00000028538,St3gal3
ENSG00000110080,ST3GAL4,ENSMUSG00000032038,St3gal4
ENSG00000073849,ST6GAL1,ENSMUSG00000022885,St6gal1
ENSG00000117069,ST6GALNAC5,ENSMUSG00000039037,St6galnac5
ENSG00000160408,ST6GALNAC6,ENSMUSG00000026811,St6galnac6
ENSG00000140557,ST8SIA2,ENSMUSG00000025789,St8sia2
ENSG00000113532,ST8SIA4,ENSMUSG00000040710,St8sia4
ENSG00000148488,ST8SIA6,ENSMUSG00000003418,St8sia6
ENSG00000126549,STATH,NA,NA
ENSG00000159167,STC1,ENSMUSG00000014813,Stc1
ENSG00000113739,STC2,ENSMUSG00000020303,Stc2
ENSG00000243317,STMP1,ENSMUSG00000073155,Stmp1
ENSG00000106089,STX1A,ENSMUSG00000007207,Stx1a
ENSG00000137573,SULF1,ENSMUSG00000016918,Sulf1
ENSG00000196562,SULF2,ENSMUSG00000006800,Sulf2
ENSG00000144455,SUMF1,ENSMUSG00000030101,Sumf1
ENSG00000129103,SUMF2,ENSMUSG00000025538,Sumf2
ENSG00000106868,SUSD1,ENSMUSG00000038578,Susd1
ENSG00000143502,SUSD4,ENSMUSG00000038576,Susd4
ENSG00000177868,SVBP,ENSMUSG00000028643,Svbp
ENSG00000165124,SVEP1,ENSMUSG00000028369,Svep1
ENSG00000179751,SYCN,ENSMUSG00000084174,Sycn
ENSG00000006128,TAC1,ENSMUSG00000061762,Tac1
ENSG00000166863,TAC3,ENSMUSG00000025400,Tac2
ENSG00000176358,TAC4,ENSMUSG00000020872,Tac4
ENSG00000183662,TAFA1,ENSMUSG00000059187,Tafa1
ENSG00000198673,TAFA2,ENSMUSG00000044071,Tafa2
ENSG00000184599,TAFA3,ENSMUSG00000055865,Tafa3
ENSG00000163377,TAFA4,ENSMUSG00000046500,Tafa4
ENSG00000219438,TAFA5,ENSMUSG00000054863,Tafa5
ENSG00000196628,TCF4,ENSMUSG00000053477,Tcf4
ENSG00000134827,TCN1,NA,NA
ENSG00000185339,TCN2,ENSMUSG00000020432,Tcn2
ENSG00000204852,TCTN1,ENSMUSG00000038593,Tctn1
ENSG00000119977,TCTN3,ENSMUSG00000025008,Tctn3
ENSG00000241186,TDGF1,ENSMUSG00000032494,Cripto
ENSG00000111802,TDP2,ENSMUSG00000035958,Tdp2
ENSG00000109927,TECTA,ENSMUSG00000037705,Tecta
ENSG00000119913,TECTB,ENSMUSG00000024979,Tectb
ENSG00000120156,TEK,ENSMUSG00000006386,Tek
ENSG00000131126,TEX101,ENSMUSG00000062773,Tex101
ENSG00000091513,TF,ENSMUSG00000032554,Trf
ENSG00000160182,TFF1,ENSMUSG00000024032,Tff1
ENSG00000160181,TFF2,ENSMUSG00000024028,Tff2
ENSG00000160180,TFF3,ENSMUSG00000024029,Tff3
ENSG00000003436,TFPI,ENSMUSG00000027082,Tfpi
ENSG00000105825,TFPI2,ENSMUSG00000029664,Tfpi2
ENSG00000072274,TFRC,ENSMUSG00000022797,Tfrc
ENSG00000042832,TG,ENSMUSG00000053469,Tg
ENSG00000163235,TGFA,ENSMUSG00000029999,Tgfa
ENSG00000105329,TGFB1,ENSMUSG00000002603,Tgfb1
ENSG00000092969,TGFB2,ENSMUSG00000039239,Tgfb2
ENSG00000119699,TGFB3,ENSMUSG00000021253,Tgfb3
ENSG00000120708,TGFBI,ENSMUSG00000035493,Tgfbi
ENSG00000106799,TGFBR1,ENSMUSG00000007613,Tgfbr1
ENSG00000163513,TGFBR2,ENSMUSG00000032440,Tgfbr2
ENSG00000069702,TGFBR3,ENSMUSG00000029287,Tgfbr3
ENSG00000198959,TGM2,ENSMUSG00000037820,Tgm2
ENSG00000137801,THBS1,ENSMUSG00000040152,Thbs1
ENSG00000186340,THBS2,ENSMUSG00000023885,Thbs2
ENSG00000169231,THBS3,ENSMUSG00000028047,Thbs3
ENSG00000113296,THBS4,ENSMUSG00000021702,Thbs4
ENSG00000130193,THEM6,ENSMUSG00000056665,Them6
ENSG00000144115,THNSL2,ENSMUSG00000054474,Thnsl2
ENSG00000090534,THPO,ENSMUSG00000022847,Thpo
ENSG00000136114,THSD1,ENSMUSG00000031480,Thsd1
ENSG00000187720,THSD4,ENSMUSG00000032289,Thsd4
ENSG00000005108,THSD7A,ENSMUSG00000032625,Thsd7a
ENSG00000066056,TIE1,ENSMUSG00000033191,Tie1
ENSG00000145850,TIMD4,ENSMUSG00000055546,Timd4
ENSG00000102265,TIMP1,ENSMUSG00000001131,Timp1
ENSG00000035862,TIMP2,ENSMUSG00000017466,Timp2
ENSG00000100234,TIMP3,ENSMUSG00000020044,Timp3
ENSG00000157150,TIMP4,ENSMUSG00000030317,Timp4
ENSG00000137251,TINAG,ENSMUSG00000032357,Tinag
ENSG00000142910,TINAGL1,ENSMUSG00000028776,Tinagl1
ENSG00000038295,TLL1,ENSMUSG00000053626,Tll1
ENSG00000095587,TLL2,ENSMUSG00000025013,Tll2
ENSG00000136869,TLR4,ENSMUSG00000039005,Tlr4
ENSG00000158604,TMED4,ENSMUSG00000004394,Tmed4
ENSG00000144339,TMEFF2,ENSMUSG00000026109,Tmeff2
ENSG00000144868,TMEM108,ENSMUSG00000042757,Tmem108
ENSG00000183160,TMEM119,ENSMUSG00000054675,Tmem119
ENSG00000149582,TMEM25,ENSMUSG00000002032,Tmem25
ENSG00000178821,TMEM52,ENSMUSG00000023153,Tmem52
ENSG00000103978,TMEM87A,ENSMUSG00000033808,Tmem87a
ENSG00000182896,TMEM95,ENSMUSG00000094845,Tmem95
ENSG00000006042,TMEM98,ENSMUSG00000035413,Tmem98
ENSG00000153802,TMPRSS11D,ENSMUSG00000061259,Tmprss11d
ENSG00000087128,TMPRSS11E,ENSMUSG00000054537,Tmprss11e
ENSG00000137747,TMPRSS13,ENSMUSG00000037129,Tmprss13
ENSG00000184012,TMPRSS2,ENSMUSG00000000385,Tmprss2
ENSG00000137648,TMPRSS4,ENSMUSG00000032091,Tmprss4
ENSG00000139921,TMX1,ENSMUSG00000021072,Tmx1
ENSG00000166479,TMX3,ENSMUSG00000024614,Tmx3
ENSG00000041982,TNC,ENSMUSG00000028364,Tnc
ENSG00000232810,TNF,ENSMUSG00000024401,Tnf
ENSG00000123610,TNFAIP6,ENSMUSG00000053475,Tnfaip6
ENSG00000141655,TNFRSF11A,ENSMUSG00000026321,Tnfrsf11a
ENSG00000164761,TNFRSF11B,ENSMUSG00000063727,Tnfrsf11b
ENSG00000186891,TNFRSF18,ENSMUSG00000041954,Tnfrsf18
ENSG00000067182,TNFRSF1A,ENSMUSG00000030341,Tnfrsf1a
ENSG00000028137,TNFRSF1B,ENSMUSG00000028599,Tnfrsf1b
ENSG00000215788,TNFRSF25,ENSMUSG00000024793,Tnfrsf25
ENSG00000243509,TNFRSF6B,NA,NA
ENSG00000121858,TNFSF10,ENSMUSG00000039304,Tnfsf10
ENSG00000120659,TNFSF11,ENSMUSG00000022015,Tnfsf11
ENSG00000239697,TNFSF12,ENSMUSG00000097328,Tnfsf12
ENSG00000161955,TNFSF13,ENSMUSG00000089669,Tnfsf13
ENSG00000102524,TNFSF13B,ENSMUSG00000031497,Tnfsf13b
ENSG00000125735,TNFSF14,ENSMUSG00000005824,Tnfsf14
ENSG00000181634,TNFSF15,ENSMUSG00000050395,Tnfsf15
ENSG00000120332,TNN,ENSMUSG00000026725,Tnn
ENSG00000116147,TNR,ENSMUSG00000015829,Tnr
ENSG00000168477,TNXB,ENSMUSG00000033327,Tnxb
ENSG00000136827,TOR1A,ENSMUSG00000026849,Tor1a
ENSG00000160404,TOR2A,ENSMUSG00000009563,Tor2a
ENSG00000186283,TOR3A,ENSMUSG00000060519,Tor3a
ENSG00000115705,TPO,ENSMUSG00000020673,Tpo
ENSG00000166340,TPP1,ENSMUSG00000030894,Tpp1
ENSG00000172236,TPSAB1,ENSMUSG00000033825,Tpsb2
ENSG00000197253,TPSB2,ENSMUSG00000033825,Tpsb2
ENSG00000095917,TPSD1,NA,NA
ENSG00000169902,TPST1,ENSMUSG00000034118,Tpst1
ENSG00000128294,TPST2,ENSMUSG00000029344,Tpst2
ENSG00000186854,TRABD2A,NA,NA
ENSG00000269113,TRABD2B,ENSMUSG00000070867,Trabd2b
ENSG00000118094,TREH,ENSMUSG00000032098,Treh
ENSG00000124731,TREM1,ENSMUSG00000042265,Trem1
ENSG00000095970,TREM2,ENSMUSG00000023992,Trem2
ENSG00000188056,TREML4,ENSMUSG00000051682,Treml4
ENSG00000170893,TRH,ENSMUSG00000005892,Trh
ENSG00000134200,TSHB,ENSMUSG00000027857,Tshb
ENSG00000165409,TSHR,ENSMUSG00000020963,Tshr
ENSG00000182704,TSKU,ENSMUSG00000049580,Tsku
ENSG00000145777,TSLP,ENSMUSG00000024379,Tslp
ENSG00000175894,TSPEAR,ENSMUSG00000069581,Tspear
ENSG00000052841,TTC17,ENSMUSG00000027194,Ttc17
ENSG00000118271,TTR,ENSMUSG00000061808,Ttr
ENSG00000166402,TUB,ENSMUSG00000031028,Tub
ENSG00000143367,TUFT1,ENSMUSG00000005968,Tuft1
ENSG00000112041,TULP1,ENSMUSG00000037446,Tulp1
ENSG00000104804,TULP2,ENSMUSG00000023467,Tulp2
ENSG00000078246,TULP3,ENSMUSG00000001521,Tulp3
ENSG00000128791,TWSG1,ENSMUSG00000024098,Twsg1
ENSG00000136810,TXN,ENSMUSG00000028367,Txn1
ENSG00000117862,TXNDC12,ENSMUSG00000028567,Txndc12
ENSG00000087301,TXNDC16,ENSMUSG00000021830,Txndc16
ENSG00000239264,TXNDC5,ENSMUSG00000038991,Txndc5
ENSG00000104691,UBXN8,ENSMUSG00000052906,Ubxn8
ENSG00000165623,UCMA,ENSMUSG00000026668,Ucma
ENSG00000163794,UCN,ENSMUSG00000038676,Ucn
ENSG00000145040,UCN2,ENSMUSG00000049699,Ucn2
ENSG00000178473,UCN3,ENSMUSG00000044988,Ucn3
ENSG00000136731,UGGT1,ENSMUSG00000037470,Uggt1
ENSG00000102595,UGGT2,ENSMUSG00000042104,Uggt2
ENSG00000242515,UGT1A10,ENSMUSG00000090165,Ugt1a10
ENSG00000135226,UGT2B28,NA,NA
ENSG00000156096,UGT2B4,NA,NA
ENSG00000131015,ULBP2,ENSMUSG00000079685,Ulbp1
ENSG00000131019,ULBP3,ENSMUSG00000079685,Ulbp1
ENSG00000169344,UMOD,ENSMUSG00000030963,Umod
ENSG00000042781,USH2A,ENSMUSG00000026609,Ush2a
ENSG00000140455,USP3,ENSMUSG00000032376,Usp3
ENSG00000049247,UTS2,ENSMUSG00000028963,Uts2
ENSG00000188958,UTS2B,ENSMUSG00000056423,Uts2b
ENSG00000115652,UXS1,ENSMUSG00000057363,Uxs1
ENSG00000071246,VASH1,ENSMUSG00000021256,Vash1
ENSG00000143494,VASH2,ENSMUSG00000037568,Vash2
ENSG00000168140,VASN,ENSMUSG00000039646,Vasn
ENSG00000162692,VCAM1,ENSMUSG00000027962,Vcam1
ENSG00000038427,VCAN,ENSMUSG00000021614,Vcan
ENSG00000112715,VEGFA,ENSMUSG00000023951,Vegfa
ENSG00000173511,VEGFB,ENSMUSG00000024962,Vegfb
ENSG00000150630,VEGFC,ENSMUSG00000031520,Vegfc
ENSG00000165197,VEGFD,ENSMUSG00000031380,Vegfd
ENSG00000128564,VGF,ENSMUSG00000037428,Vgf
ENSG00000146469,VIP,ENSMUSG00000019772,Vip
ENSG00000205221,VIT,ENSMUSG00000024076,Vit
ENSG00000182853,VMO1,ENSMUSG00000020830,Vmo1
ENSG00000112299,VNN1,ENSMUSG00000037440,Vnn1
ENSG00000169575,VPREB1,ENSMUSG00000059280,Vpreb1b
ENSG00000128218,VPREB3,ENSMUSG00000000903,Vpreb3
ENSG00000189068,VSTM1,NA,NA
ENSG00000170419,VSTM2A,ENSMUSG00000048834,Vstm2a
ENSG00000132821,VSTM2L,ENSMUSG00000037843,Vstm2l
ENSG00000165633,VSTM4,ENSMUSG00000050666,Vstm4
ENSG00000109072,VTN,ENSMUSG00000017344,Vtn
ENSG00000179403,VWA1,ENSMUSG00000042116,Vwa1
ENSG00000165816,VWA2,ENSMUSG00000025082,Vwa2
ENSG00000175267,VWA3A,ENSMUSG00000030889,Vwa3a
ENSG00000158816,VWA5B1,ENSMUSG00000028753,Vwa5b1
ENSG00000204396,VWA7,ENSMUSG00000007030,Vwa7
ENSG00000188730,VWC2,ENSMUSG00000050830,Vwc2
ENSG00000174453,VWC2L,ENSMUSG00000045648,Vwc2l
ENSG00000167992,VWCE,ENSMUSG00000043789,Vwce
ENSG00000146530,VWDE,NA,NA
ENSG00000110799,VWF,ENSMUSG00000001930,Vwf
ENSG00000176473,WDR25,ENSMUSG00000040877,Wdr25
ENSG00000103175,WFDC1,ENSMUSG00000023336,Wfdc1
ENSG00000180305,WFDC10A,ENSMUSG00000070529,Wfdc10
ENSG00000182931,WFDC10B,NA,NA
ENSG00000180083,WFDC11,ENSMUSG00000078940,Wfdc11
ENSG00000168703,WFDC12,ENSMUSG00000042845,Wfdc12
ENSG00000168634,WFDC13,ENSMUSG00000067704,Wfdc13
ENSG00000101443,WFDC2,ENSMUSG00000017723,Wfdc2
ENSG00000124116,WFDC3,ENSMUSG00000076434,Wfdc3
ENSG00000175121,WFDC5,ENSMUSG00000040154,Wfdc5
ENSG00000243543,WFDC6,NA,NA
ENSG00000158901,WFDC8,ENSMUSG00000070533,Wfdc8
ENSG00000180205,WFDC9,ENSMUSG00000074594,Wfdc9
ENSG00000127578,WFIKKN1,ENSMUSG00000071192,Wfikkn1
ENSG00000173714,WFIKKN2,ENSMUSG00000044177,Wfikkn2
ENSG00000156076,WIF1,ENSMUSG00000020218,Wif1
ENSG00000125084,WNT1,ENSMUSG00000022997,Wnt1
ENSG00000135925,WNT10A,ENSMUSG00000026167,Wnt10a
ENSG00000169884,WNT10B,ENSMUSG00000022996,Wnt10b
ENSG00000085741,WNT11,ENSMUSG00000015957,Wnt11
ENSG00000002745,WNT16,ENSMUSG00000029671,Wnt16
ENSG00000105989,WNT2,ENSMUSG00000010797,Wnt2
ENSG00000134245,WNT2B,ENSMUSG00000027840,Wnt2b
ENSG00000108379,WNT3,ENSMUSG00000000125,Wnt3
ENSG00000154342,WNT3A,ENSMUSG00000009900,Wnt3a
ENSG00000162552,WNT4,ENSMUSG00000036856,Wnt4
ENSG00000114251,WNT5A,ENSMUSG00000021994,Wnt5a
ENSG00000111186,WNT5B,ENSMUSG00000030170,Wnt5b
ENSG00000115596,WNT6,ENSMUSG00000033227,Wnt6
ENSG00000154764,WNT7A,ENSMUSG00000030093,Wnt7a
ENSG00000188064,WNT7B,ENSMUSG00000022382,Wnt7b
ENSG00000061492,WNT8A,ENSMUSG00000012282,Wnt8a
ENSG00000075290,WNT8B,ENSMUSG00000036961,Wnt8b
ENSG00000143816,WNT9A,ENSMUSG00000000126,Wnt9a
ENSG00000158955,WNT9B,ENSMUSG00000018486,Wnt9b
ENSG00000143184,XCL1,ENSMUSG00000026573,Xcl1
ENSG00000143185,XCL2,ENSMUSG00000026573,Xcl1
ENSG00000158125,XDH,ENSMUSG00000024066,Xdh
ENSG00000122121,XPNPEP2,ENSMUSG00000037005,Xpnpep2
ENSG00000103489,XYLT1,ENSMUSG00000030657,Xylt1
ENSG00000015532,XYLT2,ENSMUSG00000020868,Xylt2
ENSG00000065978,YBX1,ENSMUSG00000028639,Ybx1
ENSG00000132846,ZBED3,ENSMUSG00000041995,Zbed3
ENSG00000174992,ZG16,ENSMUSG00000049350,Zg16
ENSG00000162078,ZG16B,ENSMUSG00000024125,Sbpl
ENSG00000197647,ZNF433,ENSMUSG00000052446,Zfp961
ENSG00000149506,ZP1,ENSMUSG00000024734,Zp1
ENSG00000103310,ZP2,ENSMUSG00000030911,Zp2
ENSG00000188372,ZP3,ENSMUSG00000004948,Zp3
ENSG00000116996,ZP4,NA,NA
ENSG00000042813,ZPBP,ENSMUSG00000020193,Zpbp
ENSG00000186075,ZPBP2,ENSMUSG00000017195,Zpbp2
ENSG00000170044,ZPLD1,ENSMUSG00000064310,Zpld1
